form	lemma	POS	morph
advenement	avènement	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
quand	quand	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
plairra	plaire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
partir	partir	VERinf	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
visible	visible	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
manifeste	manifeste	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
se	se	PROper	PERS.=3
aucun	aucun	PROind	NOMB.=s|GENRE=m
voue	vouer	ADJqua	NOMB.=s|GENRE=m
dict	dire	NOMcom	NOMB.=s
/	/	CONcoo	MORPH=empty
icy	ici	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
ou	ou	CONcoo	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
/	/	NOMcom	MORPH=empty
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
croyez	croire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
point	point	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Jesus	Jésus	VERcjg	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
dit	dire	VERppe	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
croyez	croire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
point	point	ADVneg	MORPH=empty
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
disent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
:	:	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
croyre	croire	VERinf	GENRE=m
.	.	PONfrt	MORPH=empty
Disposez	disposer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
paovres	pauvre	ADJqua	NOMB.=p
idolatres	idolâtrer	NOMcom	NOMB.=p|GENRE=f
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
recongnoistre	reconnaître	VERinf	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
confesser	confesser	VERinf	MORPH=empty
verite	verité	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
ou	ou	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
brief	bref	NOMcom	NOMB.=s
temps	temps	NOMcom	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p
conviendra	convenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
respondre	répondre	VERinf	MORPH=empty
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ung	un	NOMcom	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s
traicte	traite	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
lequel	lequel	PROrel	NOMB.=s|GENRE=f
(	(	PONfrt	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
aydant	aider	VERppa	MORPH=empty
)	)	PONpdr	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
compose	composer	VERcjg	MODE=imp|NOMB.=s
particulierement	particulièrement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
presente	présent	ADJqua	NOMB.=s|GENRE=f
matiere	matière	NOMcom	NOMB.=s|GENRE=f
/	/	NOMcom	MORPH=empty
si	si	ADVgen	MORPH=empty
clairement	clairement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
apertement	apertement	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
femme	femme	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
enfant	enfant	VERppa	NOMB.=s
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
congnoisse	connaître	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
damnable	damnable	ADJqua	NOMB.=s|GENRE=f
cecite	cécite	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Tiercement	Tiercement	ADVgen	MORPH=empty
/	/	INJ	MORPH=empty
iceulx	icelui	ADJqua	NOMB.=p|GENRE=m
paovres	pauvre	NOMcom	NOMB.=p|GENRE=f
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
adjouster	ajouter	VERinf	MORPH=empty
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	ADVgen	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
frenaisie	frénasie	NOMcom	NOMB.=s|GENRE=f
dict	dire	VERinf	NOMB.=s
et	et	CONcoo	MORPH=empty
enseigne	enseigne	VERcjg	PERS.=3|NOMB.=s
apres	après	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
souffle	souffle	ADJqua	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sur	sur	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
prennent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
entre	entre	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
doigtz	doigt	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
mettent	mettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
calice	calice	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
demeure	demeurer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ny	ni	ADVgen	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
ny	ni	ADVgen	MORPH=empty
vin	vin	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
parlent	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
grans	grand	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
prodigieux	prodigieux	ADJqua	NOMB.=p|GENRE=m
motz	mot	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
Transsubstantiation	transsubstantiation	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
soubz	sous	ADJqua	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
accidens	accident	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
cache	cacher	ADJqua	NOMB.=s
et	et	CONcoo	MORPH=empty
enveloppe	enveloppe	ADJqua	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
doctrine	doctrine	VERppe	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p
diables	diable	NOMcom	NOMB.=p|GENRE=m
/	/	NOMcom	MORPH=empty
contre	contre	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
apertement	apertement	ADVgen	MORPH=empty
contre	contre	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
l'	le	DETdef	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ces	ce	DETdem	NOMB.=p|GENRE=m
gros	gros	NOMcom	NOMB.=p|GENRE=m
enchaperonnez	enchaperonnez	VERppe	NOMB.=p|GENRE=f
ou	où	CONcoo	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ilz	il	PROper	NOMB.=p|GENRE=m
invente	inventer	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
trouve	trouver	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
gros	gros	NOMcom	NOMB.=s|GENRE=m
mot	mot	NOMcom	NOMB.=s|GENRE=m
Transsubstantiation	transsubstantiation	NOMpro	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Sainct	saint	NOMpro	NOMB.=s
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
Sainct	saint	NOMpro	NOMB.=s
Matthieu	Matthieu	NOMpro	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
Sainct	saint	NOMpro	NOMB.=p
Marc	Marc	NOMpro	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
Sainct	saint	NOMpro	NOMB.=p
Luc	Luc	NOMpro	NOMB.=p|GENRE=m
/	/	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
anciens	ancien	ADJqua	NOMB.=p|GENRE=m
peres	père	NOMcom	NOMB.=p|GENRE=m
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVneg	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
parle	parler	VERcjg	PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
quand	quand	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
faict	faire	ADJqua	MORPH=empty
mention	mention	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	NOMcom	NOMB.=s|GENRE=f
Cene	cène	NOMcom	NOMB.=s
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
apertement	apertement	ADVgen	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
simplement	simplement	ADVgen	MORPH=empty
nomme	nommer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Voyez	voir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Sainct	saint	NOMpro	NOMB.=s
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
comme	comme	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
escript	écrire	VERcjg	NOMB.=s
:	:	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s
homme	homme	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3
espreuve	éprouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
soymesme	même	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
voyse	voire	ADJqua	NOMB.=s
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ung	un	NOMcom	NOMB.=s|GENRE=m
tondu	tondu	VERppe	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
esprouve	éprouvé	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
mais	mais	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
se	se	PROper	PERS.=3
espreuve	éprouver	VERppe	NOMB.=s|GENRE=f
soymesme	même	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
puis	puis	ADVgen	MORPH=empty
s'	se	PROper	PERS.=3
ensuyt	ensuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
mangeusse	mangeux	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
mangeusse	mangeuxse	ADJqua	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
soubz	sous	ADJqua	NOMB.=p|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
semblance	semblance	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
soubz	sous	VERcjg	NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=f
espece	espèce	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
apparence	apparence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
mais	mais	CONcoo	MORPH=empty
apertement	apertement	ADVgen	GENRE=m
et	et	CONcoo	MORPH=empty
purement	purement	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	VERppe	MORPH=empty
mangeusse	mangeusser	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Or	or	CONcoo	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
certain	certain	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
use	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
deception	déception	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
icelle	icelui	ADJqua	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
faintise	feintise	NOMcom	NOMB.=s|GENRE=f
/	/	NOMcom	MORPH=empty
donc	donc	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
ensuyt	ensuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pain	pain	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Item	item	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
autre	autre	DETind	NOMB.=s
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
escript	écrire	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ung	un	ADJqua	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sabbat	sabbat	NOMcom	NOMB.=s|GENRE=m
quand	quand	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
estions	être	VERcjg	MODE=ind|PERS.=1|NOMB.=p
assemblez	assembler	VERppe	NOMB.=p
pour	pour	PRE	MORPH=empty
rompre	rompre	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ausquelz	à_lequel	ADVgen	NOMB.=p
tant	tant	ADVgen	MORPH=empty
evidens	évident	ADJqua	NOMB.=p|GENRE=m
passages	passage	NOMcom	NOMB.=p|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
dit	dire	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
prononce	prononcer	NOMcom	NOMB.=s|GENRE=f
expressement	expressément	ADVgen	MORPH=empty
estre	être	VERinf	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
point	point	ADVneg	MORPH=empty
espece	espèce	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
apparence	apparence	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
ou	ou	CONcoo	MORPH=empty
semblance	semblance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Qui	qui	PROrel	MORPH=empty
pourra	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
donc	donc	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
soubstenir	soutenir	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
porter	porter	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
endurer	endurer	VERinf	MORPH=empty
telz	tel	DETind	NOMB.=p|GENRE=m
mocqueurs	moqueur	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
telles	tel	DETind	NOMB.=p|GENRE=f
pestes	peste	NOMcom	NOMB.=p|GENRE=f
/	/	CONcoo	MORPH=empty
faulx	faux	NOMcom	NOMB.=p|GENRE=m
antechristz	antéchristz	VERppe	NOMB.=p
?	?	PONfrt	MORPH=empty
Lesquelz	lequel	PROrel	NOMB.=p
comme	comme	CONsub	MORPH=empty
presumptueux	présomptueux	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
arrogans	arrogant	NOMpro	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
selon	selon	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
ordinaire	ordinaire	NOMcom	NOMB.=s|GENRE=f
coustume	coutume	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
este	este	NOMcom	NOMB.=s|GENRE=m
si	si	ADVgen	MORPH=empty
temeraires	téméraire	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
hardis	hardir	ADJqua	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
conclurre	conclure	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
determiner	déterminer	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
contraire	contraire	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
comme	comme	CONsub	MORPH=empty
ennemys	ennemi	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bon	bon	ADJqua	NOMB.=s|GENRE=m
droict	droit	NOMcom	GENRE=m
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rejecter	rejeter	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
merveilleusement	merveilleusement	ADVgen	MORPH=empty
detester	détester	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Quartement	quartement	ADVgen	MORPH=empty
/	/	INJ	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
contraire	contraire	ADJqua	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	NOMcom	NOMB.=s|GENRE=f
Cene	cène	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
merveilles	merveille	NOMcom	NOMB.=p|GENRE=f
/	/	CONcoo	MORPH=empty
car	car	CONcoo	MORPH=empty
entre	entre	PRE	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
Belial	Bélial	NOMpro	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s
commun	commun	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	NOMcom	NOMB.=s|GENRE=f
Cene	cène	NOMpro	NOMB.=s
