form	lemma	POS	morph
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
tant	tant	ADVgen	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
recite	réciter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
parolles	parole	NOMcom	NOMB.=p|GENRE=f
que	que	PROrel	MORPH=empty
Jesuschrist	jesuschrist	NOMpro	NOMB.=s
profera	proférer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
les	le	PROper	PERS.=3|NOMB.=p|CAS=r
prenant	prendre	VERppa	MORPH=empty
materiellement	matériellement	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
respondz	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
parolles	parole	ADJqua	NOMB.=p|GENRE=f
prinses	prendre	NOMcom	NOMB.=p|GENRE=f
materiellement	matériellement	ADVgen	MORPH=empty
(	(	PONpga	MORPH=empty
mesme	même	ADJind	NOMB.=s
selon	selon	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
doctrine	doctrine	NOMcom	NOMB.=s|GENRE=f
scolasticque	scolastique	ADJqua	NOMB.=s|GENRE=f
)	)	PONpdr	MORPH=empty
ne	ne	ADVneg	MORPH=empty
signifient	signifier	VERcjg	MODE=con|PERS.=3|NOMB.=p
rien	rien	PROind	NOMB.=s
.	.	PONfrt	MORPH=empty
Davantaige	davantage	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
leur	il	PROper	PERS.=3|NOMB.=s|CAS=i
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ou	où	CONcoo	MORPH=empty
ilz	il	PROper	NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
promesse	promesse	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
asseurance	assurance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
toutesfois	toutefois	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
quantes	quant|quantes	ADJqua	NOMB.=p|GENRE=f
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
prononceront	prononcer	VERcjg	MODE=con|TEMPS=fut|PERS.=3|NOMB.=p
telles	tel	DETind	NOMB.=p|GENRE=f
parolles	parole	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	MODE=ind|PERS.=3|NOMB.=s
tout	tout	ADVgen	NOMB.=s|GENRE=m
soubdain	soudain	ADJqua	NOMB.=s|GENRE=m
descendra	descendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
entre	entre	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
mains	main	NOMcom	NOMB.=p|GENRE=f
?	?	PONfrt	MORPH=empty
Se	se	PROper	PERS.=3
ilz	il	PROper	TEMPS=psp|PERS.=3|NOMB.=s
alleguent	alléguer	VERcjg	MODE=ind|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
passage	passage	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Hoc	@latin	NOMpro	NOMB.=s|GENRE=m
facite	@latin	VERcjg	NOMB.=s
in	@latin	ADVgen	PERS.=1
meam	@latin	ADJqua	NOMB.=s|GENRE=m
commemorationem	@latin	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
respondu	répondre	VERppe	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
propos	propos	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tres	très	ADVgen	MORPH=empty
manifeste	manifeste	ADJqua	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faille	falloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
sacrifier	sacrifier	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
comestion	cométion	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
faicte	faire	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
commemoration	commémoration	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
charite	charité	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
passion	passion	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jesuschrist	jesuschrist	NOMpro	NOMB.=s
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
annonceant	annoncer	VERppa	MORPH=empty
icelle	cil	ADJqua	PERS.=3|NOMB.=s|GENRE=f|CAS=i
(	(	PONpga	MORPH=empty
comme	comme	CONsub	MORPH=empty
dit	dire	VERppe	MODE=ind|NOMB.=s
Sainct	saint	NOMpro	NOMB.=s
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
jusque	jusque	PRE	MORPH=empty
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vienne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
assavoir	assavoir	VERinf	MORPH=empty
apertement	apertement	ADVgen	GENRE=m
et	et	CONcoo	MORPH=empty
manifestement	manifestement	ADVgen	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
jugement	jugement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
arreDe	arrède	ADJqua	NOMB.=s|GENRE=f
l'	le	DETdef	NOMB.=s|GENRE=f
assistence	assistance	NOMcom	NOMB.=s|GENRE=f
ster	ster	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
verbe	verbe	NOMcom	NOMB.=s|GENRE=m
substantif	substantif	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Sum	@latin	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
es	es	VERcjg	MODE=ind|NOMB.=s
/	/	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
voulant	vouloir	VERppa	MORPH=empty
conclure	conclure	VERinf	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
corporellement	corporellement	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
puis	puis	ADVgen	NOMB.=s
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Hoc	hoc	NOMpro	NOMB.=s|GENRE=m
est	@latin	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
corpus	@latin	ADJqua	NOMB.=s|GENRE=m
meum	@latin	ADJind	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
verbe	verbe	NOMcom	NOMB.=s|GENRE=m
substantif	substantif	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
combien	combien	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
expres	exprès	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
toutesfoys	toutefois	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
preuve	preuve	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
point	point	ADVneg	NOMB.=s
presence	présence	NOMcom	NOMB.=s|GENRE=f
corporelle	corporel	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
bien	bien	ADVgen	MORPH=empty
assistence	assistance	NOMcom	NOMB.=s|GENRE=f
spirituelle	spirituel	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
deux	deux	PROcar	NOMB.=p
ou	ou	CONcoo	MORPH=empty
troys	trois	NOMcom	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
assemblez	assembler	VERppe	NOMB.=p
en	en	ADVgen	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
la	il	PROper	NOMB.=s|GENRE=f
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
millieu	milieu	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
eulx	il	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
expressement	expressément	ADVgen	MORPH=empty
in	@latin	ADVgen	MORPH=empty
medio	@latin	NOMcom	NOMB.=s|GENRE=m
eorum	@latin	ADJqua	NOMB.=s|GENRE=m
sum	@latin	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
toutesfoys	toutefois	NOMcom	NOMB.=p
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
certain	certain	ADJqua	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
veult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donner	donner	VERinf	MORPH=empty
a	à	PRE	PERS.=3|NOMB.=s
entendre	entendre	VERinf	MORPH=empty
autre	autre	DETind	NOMB.=s
chose	chose	NOMcom	NOMB.=s|GENRE=f
sinon	sinon	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
assistence	assistance	NOMcom	NOMB.=s|GENRE=f
spirituelle	spirituel	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
non	non	ADVneg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
personnelle	personnel	ADJqua	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
corporelle	corporel	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
presche	prêcher	ADJqua	NOMB.=s|GENRE=m
ces	ce	DETdem	NOMB.=p
caffars	cafard	NOMcom	NOMB.=p|GENRE=m
que	que	PROrel	MORPH=empty
non	non	ADVgen	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
present	présent	ADJqua	NOMB.=p|GENRE=f
reallement	réallement	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
corps	corps	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
ame	âme	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
(	(	PONpga	MORPH=empty
qui	qui	PROrel	MORPH=empty
plus	plus	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
)	)	PONpdr	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
anges	ange	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
sainctz	saint	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
sainctes	saint	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
court	court	ADJqua	NOMB.=s|GENRE=f
celeste	céleste	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
quoy	quoi	PROrel	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
monstrent	montrer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
totallement	totalement	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
efficace	efficace	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
ou	où	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tombez	tomber	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
tant	tant	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
entendement	entendement	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
congnoistre	connaître	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
eulx	il	VERcjg	PERS.=1|NOMB.=p|GENRE=m
mesmes	même	ADJind	NOMB.=p
se	se	PROper	PERS.=3
confondent	confondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
leur	leur	PROper	PERS.=3|NOMB.=s|GENRE=m
dict	dit	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=s
corporelle	corporel	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
mettent	mettre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
multiplient	multiplier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	MODE=ind|NOMB.=s
en	en	ADVgen	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=m
lieux	lieu	NOMcom	NOMB.=p|GENRE=m
tout	tout	ADVgen	GENRE=m
en	en	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
coup	coup	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
fault	falloir	VERcjg	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
donc	donc	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
anges	ange	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
sainctz	saint	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
sainctes	saint	ADJqua	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
soient	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	ADVgen	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=m
lieux	lieu	NOMcom	NOMB.=p|GENRE=m
tout	tout	ADVgen	GENRE=m
pour	pour	PRE	MORPH=empty
ung	un	ADJqua	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
se	se	PROper	PERS.=3
ilz	il	PROper	PERS.=3|NOMB.=p
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
si	si	CONsub	MORPH=empty
eshontez	éponté	VERppe	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
conceder	concéder	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
leur	il	PROper	PERS.=3|NOMB.=s|CAS=i
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
passage	passage	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
ilz	il	PROper	NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
trouve	trouver	VERcjg	PERS.=3|NOMB.=s
cecy	ceci	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
ayent	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
deteste	détester	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
come	comme	VERppe	NOMB.=s|GENRE=m
songeurs	songeur	NOMcom	GENRE=m
et	et	CONcoo	MORPH=empty
menteurs	menteur	NOMcom	NOMB.=p|GENRE=m
execrables	exécrable	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ameyne	amener	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	il	DETdef	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
viᵉ	vivre	NOMcom	NOMB.=s
.	.	PONfrt	MORPH=empty
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sainct	saint	NOMcom	NOMB.=s|GENRE=m
Jehan	Jean	NOMpro	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
(	(	PONpga	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
moins	moins	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s
)	)	PONpdr	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	MORPH=empty
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
descendu	descendre	VERppe	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
mange	manger	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vivra	vivre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
eternellement	éternellement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
donneray	donner	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Se	se	PROper	PERS.=3
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
mangez	manger	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
se	se	PROper	PERS.=3
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
beuvez	boire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
aurez	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
point	point	ADVneg	MORPH=empty
vie	vie	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
